Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Volumen
19.06.2016;100;100;104,07;104,07;6993527
20.06.2016;100;100;103,55;103,55;6422958
21.06.2016;100;100;103,04;103,04;7398399
24.06.2016;100;100;102,53;102,53;7848588
25.06.2016;100;100;102,02;102,02;9274563
26.06.2016;100;100;101,51;101,51;3635606
27.06.2016;100;100;101,00;101,00;5728369
28.06.2016;100;100;100,50;100,50;8365998
31.06.2016;100;100;100,00;100,00;3636630
01.07.2016;100;100;100,50;100,50;1284987
02.07.2016;100;100;101,00;101,00;5717332
03.07.2016;100;100;101,51;101,51;5723188
04.07.2016;100;100;102,02;102,02;5161640
07.07.2016;100;100;102,53;102,53;5339689
08.07.2016;100;100;103,04;103,04;6476552
09.07.2016;100;100;103,55;103,55;7657241
10.07.2016;100;100;104,07;104,07;3218809
11.07.2016;100;100;103,55;103,55;3743625
14.07.2016;100;100;103,04;103,04;3760319
15.07.2016;100;100;102,53;102,53;7814919
16.07.2016;100;100;102,02;102,02;2310594
17.07.2016;100;100;101,51;101,51;7709521
18.07.2016;100;100;101,00;101,00;8986061
21.07.2016;100;100;100,50;100,50;1225767
22.07.2016;100;100;100,00;100,00;9769377
23.07.2016;100;100;100,50;100,50;255987
24.07.2016;100;100;101,00;101,00;2410043
25.07.2016;100;100;101,51;101,51;4417637
28.07.2016;100;100;102,02;102,02;5502952
29.07.2016;100;100;102,53;102,53;4815635
30.07.2016;100;100;103,04;103,04;5622535
31.07.2016;100;100;103,55;103,55;1913215
01.08.2016;100;100;104,07;104,07;7121653
04.08.2016;100;100;103,55;103,55;5892070
05.08.2016;100;100;103,04;103,04;4317343
06.08.2016;100;100;102,53;102,53;3902786
07.08.2016;100;100;102,02;102,02;9727196
08.08.2016;100;100;101,51;101,51;3206506
11.08.2016;100;100;101,00;101,00;894111
12.08.2016;100;100;100,50;100,50;8257599
13.08.2016;100;100;100,00;100,00;3403101
14.08.2016;100;100;100,50;100,50;550125
15.08.2016;100;100;101,00;101,00;7867826
18.08.2016;100;100;101,51;101,51;3729841
19.08.2016;100;100;102,02;102,02;3018818
20.08.2016;100;100;102,53;102,53;646195
21.08.2016;100;100;103,04;103,04;7288457
22.08.2016;100;100;103,55;103,55;179365
25.08.2016;100;100;104,07;104,07;4344433
26.08.2016;100;100;103,55;103,55;7726352
27.08.2016;100;100;103,04;103,04;8414706
28.08.2016;100;100;102,53;102,53;5973972
29.08.2016;100;100;102,02;102,02;7670121
02.09.2016;100;100;101,51;101,51;238353
03.09.2016;100;100;101,00;101,00;5739316
04.09.2016;100;100;100,50;100,50;2329169
05.09.2016;100;100;100,00;100,00;5134250
06.09.2016;100;100;100,50;100,50;7127973
09.09.2016;100;100;101,00;101,00;2129450
10.09.2016;100;100;101,51;101,51;9284973
11.09.2016;100;100;102,02;102,02;786335
12.09.2016;100;100;102,53;102,53;2475639
13.09.2016;100;100;103,04;103,04;7324133
16.09.2016;100;100;103,55;103,55;8261477
17.09.2016;100;100;104,07;104,07;3045776
18.09.2016;100;100;103,55;103,55;4918760
19.09.2016;100;100;103,04;103,04;321775
20.09.2016;100;100;102,53;102,53;1691531
23.09.2016;100;100;102,02;102,02;7664611
24.09.2016;100;100;101,51;101,51;253617
25.09.2016;100;100;101,00;101,00;5294322
26.09.2016;100;100;100,50;100,50;1098022
27.09.2016;100;100;100,00;100,00;5562249
30.09.2016;100;100;100,50;100,50;7886066
31.09.2016;100;100;101,00;101,00;4580574
01.10.2016;100;100;101,51;101,51;1164898
02.10.2016;100;100;102,02;102,02;3972447
03.10.2016;100;100;102,53;102,53;4388188
06.10.2016;100;100;103,04;103,04;9039741
07.10.2016;100;100;103,55;103,55;8845201
08.10.2016;100;100;104,07;104,07;1227529
09.10.2016;100;100;103,55;103,55;318426
10.10.2016;100;100;103,04;103,04;5587327
13.10.2016;100;100;102,53;102,53;3356023
14.10.2016;100;100;102,02;102,02;5202127
15.10.2016;100;100;101,51;101,51;9675626
16.10.2016;100;100;101,00;101,00;4088927
17.10.2016;100;100;100,50;100,50;5029456
20.10.2016;100;100;100,00;100,00;2948496
21.10.2016;100;100;100,50;100,50;4882797
22.10.2016;100;100;101,00;101,00;953559
23.10.2016;100;100;101,51;101,51;8420203
24.10.2016;100;100;102,02;102,02;4377707
27.10.2016;100;100;102,53;102,53;4034288
28.10.2016;100;100;103,04;103,04;4746664
29.10.2016;100;100;103,55;103,55;7814718
30.10.2016;100;100;104,07;104,07;5975784
01.11.2016;100;100;103,55;103,55;1290491
04.11.2016;100;100;103,04;103,04;9933905
05.11.2016;100;100;102,53;102,53;1343328
06.11.2016;100;100;102,02;102,02;1491143
07.11.2016;100;100;101,51;101,51;5767036
08.11.2016;100;100;101,00;101,00;8470443
11.11.2016;100;100;100,50;100,50;3265967
12.11.2016;100;100;100,00;100,00;5289425
13.11.2016;100;100;100,50;100,50;9040867
14.11.2016;100;100;101,00;101,00;5366353
15.11.2016;100;100;101,51;101,51;2683776
18.11.2016;100;100;102,02;102,02;644098
19.11.2016;100;100;102,53;102,53;6483462
20.11.2016;100;100;103,04;103,04;3587376
21.11.2016;100;100;103,55;103,55;922969
22.11.2016;100;100;104,07;104,07;9615968
25.11.2016;100;100;103,55;103,55;3031846
26.11.2016;100;100;103,04;103,04;5691220
27.11.2016;100;100;102,53;102,53;9144009
28.11.2016;100;100;102,02;102,02;3372002
29.11.2016;100;100;101,51;101,51;9720959
01.00.2017;100;100;101,00;101,00;4453124
02.00.2017;100;100;100,50;100,50;2348261
03.00.2017;100;100;100,00;100,00;1803623
04.00.2017;100;100;100,50;100,50;3326305
05.00.2017;100;100;101,00;101,00;2400428
08.00.2017;100;100;101,51;101,51;5885959
09.00.2017;100;100;102,02;102,02;9126926
10.00.2017;100;100;102,53;102,53;7803711
11.00.2017;100;100;103,04;103,04;654407
12.00.2017;100;100;103,55;103,55;5813439
15.00.2017;100;100;104,07;104,07;7782001
16.00.2017;100;100;103,55;103,55;2863425
17.00.2017;100;100;103,04;103,04;768633
18.00.2017;100;100;102,53;102,53;5004240
19.00.2017;100;100;102,02;102,02;6395834
22.00.2017;100;100;101,51;101,51;1978654
23.00.2017;100;100;101,00;101,00;9356654
24.00.2017;100;100;100,50;100,50;2787818
25.00.2017;100;100;100,00;100,00;8833017
26.00.2017;100;100;100,50;100,50;9404042
29.00.2017;100;100;101,00;101,00;4217788
30.00.2017;100;100;101,51;101,51;7071261
31.00.2017;100;100;102,02;102,02;430767
01.01.2017;100;100;102,53;102,53;3367487
02.01.2017;100;100;103,04;103,04;2398358
05.01.2017;100;100;103,55;103,55;4393515
06.01.2017;100;100;104,07;104,07;4399505
07.01.2017;100;100;103,55;103,55;499070
08.01.2017;100;100;103,04;103,04;5166683
09.01.2017;100;100;102,53;102,53;5168304
12.01.2017;100;100;102,02;102,02;6067537
13.01.2017;100;100;101,51;101,51;4773775
14.01.2017;100;100;101,00;101,00;2233697
15.01.2017;100;100;100,50;100,50;8491033
16.01.2017;100;100;100,00;100,00;5158120
19.01.2017;100;100;100,50;100,50;2770058
20.01.2017;100;100;101,00;101,00;7717035
21.01.2017;100;100;101,51;101,51;3316627
22.01.2017;100;100;102,02;102,02;6609477
23.01.2017;100;100;102,53;102,53;5884224
26.01.2017;100;100;103,04;103,04;3324985
27.01.2017;100;100;103,55;103,55;559396
28.01.2017;100;100;104,07;104,07;8583084
01.02.2017;100;100;103,55;103,55;9290947
02.02.2017;100;100;103,04;103,04;27690
05.02.2017;100;100;102,53;102,53;3722646
06.02.2017;100;100;102,02;102,02;2252821
07.02.2017;100;100;101,51;101,51;6903181
08.02.2017;100;100;101,00;101,00;8086513
09.02.2017;100;100;100,50;100,50;4034905
12.02.2017;100;100;100,00;100,00;1727339
13.02.2017;100;100;100,50;100,50;1360079
14.02.2017;100;100;101,00;101,00;6728496
15.02.2017;100;100;101,51;101,51;9751279
16.02.2017;100;100;102,02;102,02;4030270
19.02.2017;100;100;102,53;102,53;8159428
20.02.2017;100;100;103,04;103,04;8981346
21.02.2017;100;100;103,55;103,55;8272573
22.02.2017;100;100;104,07;104,07;8447667
23.02.2017;100;100;103,55;103,55;3451534
26.02.2017;100;100;103,04;103,04;4225413
27.02.2017;100;100;102,53;102,53;4041489
28.02.2017;100;100;102,02;102,02;1749314
29.02.2017;100;100;101,51;101,51;5724319
30.02.2017;100;100;101,00;101,00;872633
02.03.2017;100;100;100,50;100,50;4794302
03.03.2017;100;100;100,00;100,00;800348
04.03.2017;100;100;100,50;100,50;2634847
05.03.2017;100;100;101,00;101,00;4248418
06.03.2017;100;100;101,51;101,51;3678112
09.03.2017;100;100;102,02;102,02;6901856
10.03.2017;100;100;102,53;102,53;5580342
11.03.2017;100;100;103,04;103,04;231004
12.03.2017;100;100;103,55;103,55;4987867
13.03.2017;100;100;104,07;104,07;6833907
16.03.2017;100;100;103,55;103,55;6252171
17.03.2017;100;100;103,04;103,04;3493775
18.03.2017;100;100;102,53;102,53;6834015
19.03.2017;100;100;102,02;102,02;4021729
20.03.2017;100;100;101,51;101,51;1379154
23.03.2017;100;100;101,00;101,00;299599
24.03.2017;100;100;100,50;100,50;4920773
25.03.2017;100;100;100,00;100,00;9505521
26.03.2017;100;100;100,50;100,50;4141950
27.03.2017;100;100;101,00;101,00;9712223
30.03.2017;100;100;101,51;101,51;7796658
01.04.2017;100;100;102,02;102,02;6466636
02.04.2017;100;100;102,53;102,53;3328157
03.04.2017;100;100;103,04;103,04;3818304
04.04.2017;100;100;103,55;103,55;5433033
07.04.2017;100;100;104,07;104,07;3947648
08.04.2017;100;100;103,55;103,55;4198165
09.04.2017;100;100;103,04;103,04;7094649
10.04.2017;100;100;102,53;102,53;9793111
11.04.2017;100;100;102,02;102,02;5101098
14.04.2017;100;100;101,51;101,51;8244675
15.04.2017;100;100;101,00;101,00;7408762
16.04.2017;100;100;100,50;100,50;8172943
17.04.2017;100;100;100,00;100,00;2811431
18.04.2017;100;100;100,50;100,50;2554209
21.04.2017;100;100;101,00;101,00;6306819
22.04.2017;100;100;101,51;101,51;7527606
23.04.2017;100;100;102,02;102,02;856967
24.04.2017;100;100;102,53;102,53;3316798
25.04.2017;100;100;103,04;103,04;4221698
28.04.2017;100;100;103,55;103,55;739920
29.04.2017;100;100;104,07;104,07;1913455
30.04.2017;100;100;103,55;103,55;2180464
31.04.2017;100;100;103,04;103,04;7024703
01.05.2017;100;100;102,53;102,53;3845667
04.05.2017;100;100;102,02;102,02;4648062
05.05.2017;100;100;101,51;101,51;8609955
06.05.2017;100;100;101,00;101,00;3948150
07.05.2017;100;100;100,50;100,50;6598446
08.05.2017;100;100;100,00;100,00;912405
11.05.2017;100;100;100,50;100,50;6184634
12.05.2017;100;100;101,00;101,00;3321987
13.05.2017;100;100;101,51;101,51;7438894
14.05.2017;100;100;102,02;102,02;615490
15.05.2017;100;100;102,53;102,53;5858270
18.05.2017;100;100;103,04;103,04;1796144
19.05.2017;100;100;103,55;103,55;7927203
20.05.2017;100;100;104,07;104,07;6242199
21.05.2017;100;100;103,55;103,55;4603895
22.05.2017;100;100;103,04;103,04;4761313
25.05.2017;100;100;102,53;102,53;1004453
26.05.2017;100;100;102,02;102,02;1180229
