Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Volumen
26.04.12;28,48;28,26;28,61;27,3;15.236.465
27.04.12;27,41;28,52;28,98;27,33;10.832.126
30.04.12;28,58;27,98;28,65;27,9;7.314.988
02.05.12;28,5;27,29;28,52;27,03;10.513.032
03.05.12;27,33;26,58;27,59;26,38;11.882.539
04.05.12;26,39;26,46;27,17;26,03;9.594.737
07.05.12;25,58;26,86;26,93;25,46;7.893.922
08.05.12;26,86;26,18;26,86;26,01;7.489.947
09.05.12;26,28;25,89;26,3;25,35;9.628.522
10.05.12;26,17;26,58;26,99;25,82;10.192.019
11.05.12;26,13;26,53;26,64;25,61;10.153.014
14.05.12;26,21;25,44;26,21;25,3;8.636.932
15.05.12;25,58;25,01;25,83;24,74;9.786.184
16.05.12;24,56;24,74;25,24;24,33;10.601.527
17.05.12;24,75;24,25;24,89;23,61;8.186.349
18.05.12;23,84;24,23;24,98;23,79;11.914.471
21.05.12;24,23;24,64;24,73;24,18;8.054.798
22.05.12;24,85;25,25;25,37;24,37;8.208.241
23.05.12;24,56;24,55;24,98;24,38;8.571.839
24.05.12;24,86;24,75;24,95;24,3;7.380.491
25.05.12;24,81;25,02;25,31;24,73;8.138.995
28.05.12;25,28;24,83;25,44;24,73;4.499.959
29.05.12;25,07;24,88;25,15;24,47;6.693.662
30.05.12;24,62;24,54;25,1;24,28;7.797.829
31.05.12;24,47;24,76;24,85;24,38;8.911.277
01.06.12;24,14;23,11;24,25;22,98;13.766.354
04.06.12;22,69;23,35;23,96;22,65;7.504.182
05.06.12;23,46;23,32;23,63;22,88;6.728.292
06.06.12;23,59;24,18;24,19;23,24;10.331.791
07.06.12;24,2;24,42;25,04;24,06;8.112.308
08.06.12;24,15;24,29;24,35;23,75;6.480.462
11.06.12;25,27;24,16;25,49;24,12;10.082.780
12.06.12;23,93;23,93;24,38;23,54;9.314.195
13.06.12;24,04;23,82;24,29;23,61;6.933.278
14.06.12;23,71;23,68;24,09;23,22;9.595.385
15.06.12;23,84;24,24;24,24;23,79;17.091.908
18.06.12;25,1;23,97;25,15;23,81;8.307.237
19.06.12;23,97;24,36;24,42;23,4;7.309.245
20.06.12;24,51;24,62;24,7;24,24;5.817.346
21.06.12;24,44;24,5;25,14;24,26;7.041.953
22.06.12;24,18;24,28;24,84;24,01;6.314.156
25.06.12;23,93;23,3;24,07;23,12;8.131.453
26.06.12;23,41;23,36;23,72;23,14;5.525.170
27.06.12;23,64;23,98;24,04;23,46;5.986.027
28.06.12;23,94;22,91;24,1;22,66;12.028.353
29.06.12;23,88;24,26;24,47;23,5;13.829.428
02.07.12;24,17;24,7;24,89;24,04;7.325.199
03.07.12;24,63;25,16;25,16;24,57;6.006.358
04.07.12;25,06;24,86;25,15;24,51;4.770.347
05.07.12;24,82;24,46;25,41;24,2;10.252.103
06.07.12;24,29;23,31;24,58;23,2;9.026.306
09.07.12;23,07;23,09;23,38;22,94;7.170.260
10.07.12;23,09;22,81;23,6;22,66;9.277.231
11.07.12;22,77;22,66;23,21;22,62;6.586.005
12.07.12;22,52;22,21;22,67;21,92;9.878.037
13.07.12;22,23;21,79;22,35;21,51;10.828.784
16.07.12;21,88;21,64;22,02;21,43;7.890.970
17.07.12;21,84;21,43;21,87;21,17;8.156.519
18.07.12;21,56;21,84;21,94;20,92;9.757.456
19.07.12;22;21,96;22,11;21,53;7.578.025
20.07.12;21,88;20,98;21,88;20,93;10.891.587
23.07.12;20,62;20,02;20,68;19,8;12.810.452
24.07.12;20,03;19,98;20,52;19,71;11.133.706
25.07.12;19,58;19,16;19,79;18,89;15.366.497
26.07.12;19,32;20,12;20,2;18,82;13.576.712
27.07.12;20,29;20,73;20,74;19,72;10.106.371
30.07.12;20,96;21,15;21,62;20,86;10.633.768
31.07.12;21,15;21,18;22,12;20,7;12.575.062
01.08.12;21;20,86;21,36;20,77;6.477.162
02.08.12;20,97;19,76;21,32;19,6;14.711.885
03.08.12;19,89;21,47;21,55;19,77;12.712.604
06.08.12;21,45;21,64;21,75;21,07;7.716.396
07.08.12;21,57;21,84;21,89;21,2;8.006.718
08.08.12;21,71;21,75;21,82;21,4;5.282.047
09.08.12;21,91;21,91;22,09;21,47;6.945.874
10.08.12;21,78;21,58;21,86;21,5;5.096.206
13.08.12;21,52;21,36;21,78;21,17;5.310.219
14.08.12;21,51;21,38;21,61;21,26;4.291.339
15.08.12;21,16;21,34;21,47;21,15;3.020.308
16.08.12;21,31;21,97;22,01;21,19;8.166.006
17.08.12;22,13;22,75;22,82;22,07;11.338.033
20.08.12;22,47;22,42;22,79;22,15;7.052.011
21.08.12;22,48;23,56;23,74;22,48;10.277.247
22.08.12;23,26;23,47;23,78;23,2;7.784.747
23.08.12;23,69;23,42;24,07;23,15;10.078.963
24.08.12;23,33;23,2;23,39;22,75;5.992.811
27.08.12;23,1;23,77;24,09;22,94;6.570.868
28.08.12;23,55;23,32;23,59;23,12;5.762.016
29.08.12;23,35;23,38;23,49;23,13;3.171.510
30.08.12;23,17;22,96;23,46;22,79;5.701.972
31.08.12;22,88;24,07;24,3;22,88;10.916.888
03.09.12;23,92;24,16;24,21;23,67;5.638.131
04.09.12;24,14;23,61;24,18;23,46;5.215.946
05.09.12;23,55;23,69;23,92;23,21;5.217.197
06.09.12;23,89;25,36;25,36;23,85;14.015.879
07.09.12;25,64;26,69;27,18;25,54;20.041.158
10.09.12;26,73;27,11;27,73;26,65;13.226.402
11.09.12;26,99;28,22;28,22;26,68;15.735.887
12.09.12;28,53;28,09;28,93;27,74;17.209.414
13.09.12;28,06;27,42;28,25;27,26;9.499.068
14.09.12;28,42;28,85;28,91;28,12;14.960.886
17.09.12;28,36;29;29,05;28,35;8.818.314
18.09.12;28,28;27,58;28,42;27,58;11.737.969
19.09.12;27,83;28,01;28,17;27,28;8.505.474
20.09.12;27,52;27,7;28,03;26,94;8.974.363
21.09.12;27,85;28,17;28,51;27,6;16.626.051
24.09.12;27,85;27,91;27,99;27,48;6.275.397
25.09.12;27,85;27,92;28,04;27,38;5.464.387
26.09.12;27,36;26,1;27,39;26,01;12.284.723
27.09.12;26,39;26,45;26,55;25,9;7.715.256
28.09.12;26,81;26,17;26,88;26,1;7.129.998
01.10.12;26,09;26,88;26,9;26,08;6.753.953
02.10.12;26,64;26,88;27,49;26,46;6.344.806
03.10.12;26,82;27,5;27,6;26,73;6.098.602
04.10.12;27,71;27,64;27,84;27,28;6.325.734
05.10.12;27,71;27,95;28,11;27,55;5.625.980
08.10.12;27,58;27,25;27,59;27,25;5.194.433
09.10.12;27,25;26,95;27,48;26,82;4.811.974
10.10.12;26,87;27,19;27,46;26,76;5.254.729
11.10.12;27,11;28,18;28,33;27,04;8.419.104
12.10.12;28,18;27,76;28,65;27,76;8.598.367
15.10.12;27,67;28,04;28,29;27,62;5.604.166
16.10.12;28,42;29,45;29,45;28,41;11.061.111
17.10.12;29,44;29,79;29,82;29,42;8.104.671
18.10.12;29,67;30,42;30,5;29,5;12.197.538
19.10.12;30,11;29,31;30,35;29,24;10.930.320
22.10.12;29,35;29,46;29,83;29,12;6.503.418
23.10.12;29,46;28,41;29,57;28,3;7.669.788
24.10.12;28,69;28,6;28,8;28;6.243.791
25.10.12;28,51;28,43;29,18;28,39;6.276.609
26.10.12;28,2;28,65;28,8;28,01;5.161.471
29.10.12;28,54;28,34;28,76;28,12;5.137.252
30.10.12;29,03;29,62;29,62;28,96;7.398.527
31.10.12;29,75;29,77;30,27;29,67;8.625.872
01.11.12;29,79;30,64;30,64;29,67;6.170.703
02.11.12;30,6;30,32;30,61;30,12;7.198.862
05.11.12;29,96;29,88;30,09;29,62;5.270.775
06.11.12;30,12;30,62;30,62;29,84;5.546.063
07.11.12;30,73;29,27;30,85;29,18;10.215.203
08.11.12;29,42;29,21;29,57;29;7.741.398
09.11.12;29,15;28,53;29,23;27,72;10.051.937
12.11.12;28,53;28,44;28,64;28,04;4.484.839
13.11.12;28,2;28,99;29,16;28,19;6.645.704
14.11.12;28,84;28,3;29,37;28,2;7.395.742
15.11.12;27,96;28,44;28,68;27,93;7.424.270
16.11.12;28,43;27,37;28,56;27,33;9.350.448
19.11.12;27,97;28,65;28,72;27,92;6.500.768
20.11.12;28,52;28,24;28,62;27,63;7.644.459
21.11.12;28,04;27,93;28,3;27,84;5.510.877
22.11.12;28,16;28,39;28,51;28,04;5.378.773
23.11.12;28,49;28,78;28,78;28,06;3.862.452
26.11.12;28,75;28,22;28,75;28,13;3.964.866
27.11.12;28,55;28,87;29,22;28,45;6.697.263
28.11.12;28,6;28,33;28,65;27,67;6.512.464
29.11.12;28,62;28,79;28,91;28,51;7.399.786
30.11.12;28,73;28,89;29,14;28,7;5.121.095
03.12.12;28,9;28,94;29,54;28,86;5.370.191
04.12.12;28,87;29,38;29,51;28,85;5.217.563
05.12.12;29,6;29,75;30,09;29,54;7.000.913
06.12.12;29,54;29,73;30,22;29,11;9.848.843
07.12.12;29,75;29,41;29,84;29,21;5.826.016
10.12.12;29,1;29,07;29,18;28,47;6.445.324
11.12.12;29,04;29,22;29,25;28,62;5.257.740
12.12.12;29,16;29,18;29,6;28,86;7.267.691
13.12.12;29,16;28,39;29,22;28,24;12.918.970
14.12.12;28,29;27,79;28,33;27,34;10.682.293
17.12.12;27,71;27,7;28;27,44;5.099.258
18.12.12;27,99;28,3;28,37;27,84;8.051.299
19.12.12;28,4;28,69;28,94;28,29;6.672.164
20.12.12;28,53;28,55;28,64;28,35;4.943.058
21.12.12;28,3;28,09;28,37;27,64;13.363.700
27.12.12;28,11;28,32;28,76;28,11;4.221.144
28.12.12;28,26;28,05;28,38;27,84;2.877.339
