Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Volumen
03.04.2016;100;100;108,88;108,88;5430635
04.04.2016;100;100;110,02;110,02;977628
05.04.2016;100;100;109,33;109,33;3481202
08.04.2016;100;100;108,28;108,28;5340106
09.04.2016;100;100;107,22;107,22;1526494
10.04.2016;100;100;108,53;108,53;900421
11.04.2016;100;100;108,51;108,51;2657011
12.04.2016;100;100;106,68;106,68;8055093
15.04.2016;100;100;108,29;108,29;7657972
16.04.2016;100;100;109,17;109,17;8452615
17.04.2016;100;100;108,32;108,32;121665
18.04.2016;100;100;107,77;107,77;713990
19.04.2016;100;100;106,99;106,99;9088282
22.04.2016;100;100;104,89;104,89;5513382
23.04.2016;100;100;103,72;103,72;9823012
24.04.2016;100;100;101,77;101,77;4699161
25.04.2016;100;100;102,57;102,57;658335
26.04.2016;100;100;104,52;104,52;147286
29.04.2016;100;100;104,84;104,84;9999980
30.04.2016;100;100;105,89;105,89;9681218
31.04.2016;100;100;103,87;103,87;4028716
01.05.2016;100;100;102,60;102,60;3346817
02.05.2016;100;100;103,80;103,80;3900475
05.05.2016;100;100;104,46;104,46;3685066
06.05.2016;100;100;104,74;104,74;5582680
07.05.2016;100;100;105,88;105,88;7393962
08.05.2016;100;100;104,88;104,88;5249799
09.05.2016;100;100;105,39;105,39;3313971
12.05.2016;100;100;106,43;106,43;5437253
13.05.2016;100;100;107,71;107,71;7315738
14.05.2016;100;100;108,43;108,43;9116886
15.05.2016;100;100;107,31;107,31;9127061
16.05.2016;100;100;107,37;107,37;363035
19.05.2016;100;100;107,98;107,98;9027737
20.05.2016;100;100;108,99;108,99;6335377
21.05.2016;100;100;110,78;110,78;4691082
22.05.2016;100;100;111,73;111,73;8579309
23.05.2016;100;100;113,49;113,49;5191377
26.05.2016;100;100;115,41;115,41;4958862
27.05.2016;100;100;115,45;115,45;1665100
28.05.2016;100;100;115,60;115,60;2369605
29.05.2016;100;100;117,57;117,57;2554703
30.05.2016;100;100;119,03;119,03;5364348
03.06.2016;100;100;119,44;119,44;7427257
04.06.2016;100;100;117,97;117,97;5253849
05.06.2016;100;100;117,76;117,76;2603206
06.06.2016;100;100;118,99;118,99;6565306
07.06.2016;100;100;121,24;121,24;6215554
10.06.2016;100;100;122,34;122,34;4056758
11.06.2016;100;100;124,19;124,19;716288
12.06.2016;100;100;122,69;122,69;55396
13.06.2016;100;100;120,48;120,48;9530046
14.06.2016;100;100;118,19;118,19;2628167
17.06.2016;100;100;117,69;117,69;7706615
18.06.2016;100;100;118,21;118,21;4076245
19.06.2016;100;100;119,68;119,68;6631710
20.06.2016;100;100;119,48;119,48;3199470
21.06.2016;100;100;118,10;118,10;1613779
24.06.2016;100;100;117,89;117,89;5587408
25.06.2016;100;100;120,01;120,01;1373639
26.06.2016;100;100;121,00;121,00;3401389
27.06.2016;100;100;122,75;122,75;6930291
28.06.2016;100;100;123,78;123,78;9413925
31.06.2016;100;100;125,40;125,40;7313125
01.07.2016;100;100;126,45;126,45;1821789
02.07.2016;100;100;127,03;127,03;3057087
03.07.2016;100;100;127,99;127,99;4056642
04.07.2016;100;100;129,35;129,35;9078545
07.07.2016;100;100;130,37;130,37;2648281
08.07.2016;100;100;128,92;128,92;3717382
09.07.2016;100;100;131,23;131,23;1472714
10.07.2016;100;100;131,61;131,61;4302899
11.07.2016;100;100;133,29;133,29;418871
14.07.2016;100;100;134,39;134,39;4301814
15.07.2016;100;100;134,01;134,01;3768511
16.07.2016;100;100;133,51;133,51;7086214
17.07.2016;100;100;133,50;133,50;9194911
18.07.2016;100;100;133,90;133,90;4674492
21.07.2016;100;100;134,28;134,28;3194382
22.07.2016;100;100;134,94;134,94;911914
23.07.2016;100;100;135,61;135,61;6574163
24.07.2016;100;100;134,38;134,38;838693
25.07.2016;100;100;134,01;134,01;3090504
28.07.2016;100;100;132,71;132,71;6217674
29.07.2016;100;100;133,90;133,90;1877743
30.07.2016;100;100;135,88;135,88;42577
31.07.2016;100;100;138,27;138,27;6505323
01.08.2016;100;100;140,42;140,42;5409129
04.08.2016;100;100;139,34;139,34;9573294
05.08.2016;100;100;138,75;138,75;399460
06.08.2016;100;100;139,76;139,76;6092840
07.08.2016;100;100;140,22;140,22;6005237
08.08.2016;100;100;141,07;141,07;3537704
11.08.2016;100;100;141,24;141,24;7903801
12.08.2016;100;100;141,65;141,65;3592275
13.08.2016;100;100;142,31;142,31;816961
14.08.2016;100;100;143,21;143,21;5116218
15.08.2016;100;100;143,31;143,31;843209
18.08.2016;100;100;143,58;143,58;9703401
19.08.2016;100;100;145,48;145,48;2586333
20.08.2016;100;100;148,03;148,03;8100811
21.08.2016;100;100;146,65;146,65;4038420
22.08.2016;100;100;145,39;145,39;5493105
25.08.2016;100;100;145,29;145,29;9350849
26.08.2016;100;100;145,98;145,98;6729204
27.08.2016;100;100;146,21;146,21;3087318
28.08.2016;100;100;148,79;148,79;4603505
29.08.2016;100;100;150,47;150,47;5948551
02.09.2016;100;100;152,58;152,58;8596904
03.09.2016;100;100;153,64;153,64;1845751
04.09.2016;100;100;150,77;150,77;1479214
05.09.2016;100;100;151,93;151,93;6542024
06.09.2016;100;100;153,58;153,58;2978204
09.09.2016;100;100;155,49;155,49;4746978
10.09.2016;100;100;157,79;157,79;4591094
11.09.2016;100;100;158,36;158,36;2814929
12.09.2016;100;100;156,28;156,28;6468044
13.09.2016;100;100;155,30;155,30;9243289
16.09.2016;100;100;154,84;154,84;5206143
17.09.2016;100;100;153,26;153,26;2582593
18.09.2016;100;100;155,85;155,85;2085185
19.09.2016;100;100;158,81;158,81;2647414
20.09.2016;100;100;160,91;160,91;1637884
23.09.2016;100;100;162,60;162,60;3958569
24.09.2016;100;100;160,38;160,38;5018160
25.09.2016;100;100;157,87;157,87;1958039
26.09.2016;100;100;156,67;156,67;6108918
27.09.2016;100;100;154,80;154,80;931952
30.09.2016;100;100;157,70;157,70;8048966
31.09.2016;100;100;158,48;158,48;4872841
01.10.2016;100;100;161,28;161,28;6367054
02.10.2016;100;100;162,10;162,10;7235641
03.10.2016;100;100;159,01;159,01;2355486
06.10.2016;100;100;157,22;157,22;5124120
07.10.2016;100;100;154,14;154,14;7018712
08.10.2016;100;100;157,20;157,20;6723634
09.10.2016;100;100;159,37;159,37;4872150
10.10.2016;100;100;159,75;159,75;5516234
13.10.2016;100;100;158,45;158,45;6178026
14.10.2016;100;100;155,98;155,98;125820
15.10.2016;100;100;156,03;156,03;1679355
16.10.2016;100;100;157,59;157,59;7600705
17.10.2016;100;100;154,95;154,95;1477389
20.10.2016;100;100;152,79;152,79;11622
21.10.2016;100;100;151,83;151,83;7995678
22.10.2016;100;100;149,58;149,58;7793958
23.10.2016;100;100;152,12;152,12;5744900
24.10.2016;100;100;152,59;152,59;8069250
27.10.2016;100;100;151,34;151,34;9262927
28.10.2016;100;100;151,08;151,08;5924365
29.10.2016;100;100;150,90;150,90;6726475
30.10.2016;100;100;148,77;148,77;1395205
01.11.2016;100;100;149,06;149,06;4542609
04.11.2016;100;100;150,26;150,26;3689333
05.11.2016;100;100;147,95;147,95;7115116
06.11.2016;100;100;150,06;150,06;7389060
07.11.2016;100;100;149,58;149,58;2983390
08.11.2016;100;100;147,95;147,95;7309871
11.11.2016;100;100;149,48;149,48;847142
12.11.2016;100;100;151,05;151,05;61442
13.11.2016;100;100;153,19;153,19;6472645
14.11.2016;100;100;155,16;155,16;789191
15.11.2016;100;100;157,34;157,34;9134892
18.11.2016;100;100;158,09;158,09;4088531
19.11.2016;100;100;155,50;155,50;6751217
20.11.2016;100;100;155,49;155,49;3613521
21.11.2016;100;100;152,86;152,86;5027745
22.11.2016;100;100;152,60;152,60;6784280
25.11.2016;100;100;150,61;150,61;3249004
26.11.2016;100;100;153,26;153,26;9477492
27.11.2016;100;100;150,54;150,54;8428005
28.11.2016;100;100;149,64;149,64;2311945
29.11.2016;100;100;148,41;148,41;8690032
01.00.2017;100;100;146,33;146,33;673053
02.00.2017;100;100;145,37;145,37;4435496
03.00.2017;100;100;144,68;144,68;6919413
04.00.2017;100;100;144,88;144,88;3119168
05.00.2017;100;100;144,88;144,88;6150050
08.00.2017;100;100;146,70;146,70;6654490
09.00.2017;100;100;146,89;146,89;8758205
10.00.2017;100;100;144,70;144,70;3418645
11.00.2017;100;100;142,27;142,27;9938212
12.00.2017;100;100;141,01;141,01;3668814
15.00.2017;100;100;140,80;140,80;933918
16.00.2017;100;100;140,68;140,68;4611101
17.00.2017;100;100;139,68;139,68;614451
18.00.2017;100;100;140,86;140,86;1275795
19.00.2017;100;100;141,58;141,58;1836265
22.00.2017;100;100;139,20;139,20;1286828
23.00.2017;100;100;139,04;139,04;1806022
24.00.2017;100;100;139,76;139,76;5266934
25.00.2017;100;100;137,46;137,46;2509755
26.00.2017;100;100;136,42;136,42;2346469
29.00.2017;100;100;136,01;136,01;8339203
30.00.2017;100;100;138,03;138,03;9552979
31.00.2017;100;100;140,77;140,77;6851455
01.01.2017;100;100;140,88;140,88;9916384
02.01.2017;100;100;142,59;142,59;2574840
05.01.2017;100;100;144,47;144,47;2253333
06.01.2017;100;100;144,74;144,74;6760171
07.01.2017;100;100;144,49;144,49;3772451
08.01.2017;100;100;144,35;144,35;716198
09.01.2017;100;100;142,80;142,80;8004498
12.01.2017;100;100;140,64;140,64;1011742
13.01.2017;100;100;138,22;138,22;5899076
14.01.2017;100;100;135,75;135,75;9431238
15.01.2017;100;100;135,03;135,03;8189519
16.01.2017;100;100;134,83;134,83;3598092
19.01.2017;100;100;134,41;134,41;5913682
20.01.2017;100;100;135,01;135,01;9000543
21.01.2017;100;100;135,19;135,19;2050152
22.01.2017;100;100;137,34;137,34;4543007
23.01.2017;100;100;138,67;138,67;7002989
26.01.2017;100;100;140,18;140,18;383796
27.01.2017;100;100;140,88;140,88;715770
28.01.2017;100;100;140,45;140,45;3795550
01.02.2017;100;100;138,59;138,59;3745907
02.02.2017;100;100;138,32;138,32;91817
05.02.2017;100;100;140,61;140,61;3067749
06.02.2017;100;100;141,76;141,76;6702389
07.02.2017;100;100;142,12;142,12;7738861
08.02.2017;100;100;143,39;143,39;8557842
09.02.2017;100;100;145,65;145,65;7055373
12.02.2017;100;100;146,88;146,88;7773208
13.02.2017;100;100;149,74;149,74;4292901
14.02.2017;100;100;152,48;152,48;4820826
15.02.2017;100;100;151,27;151,27;2589054
16.02.2017;100;100;150,79;150,79;7978766
19.02.2017;100;100;149,36;149,36;3637973
20.02.2017;100;100;149,13;149,13;2765234
21.02.2017;100;100;151,35;151,35;2458917
22.02.2017;100;100;152,97;152,97;9659061
23.02.2017;100;100;150,57;150,57;3048209
26.02.2017;100;100;147,89;147,89;1905907
27.02.2017;100;100;150,01;150,01;5861581
28.02.2017;100;100;151,59;151,59;2269432
29.02.2017;100;100;151,22;151,22;2093150
30.02.2017;100;100;153,72;153,72;8763211
02.03.2017;100;100;156,17;156,17;5065225
03.03.2017;100;100;158,54;158,54;1655354
04.03.2017;100;100;156,50;156,50;1823295
05.03.2017;100;100;153,69;153,69;3242861
06.03.2017;100;100;152,85;152,85;9502793
09.03.2017;100;100;152,31;152,31;5322027
10.03.2017;100;100;149,95;149,95;114427
11.03.2017;100;100;147,24;147,24;8116408
12.03.2017;100;100;148,02;148,02;3155464
13.03.2017;100;100;148,93;148,93;6252796
16.03.2017;100;100;146,58;146,58;9623627
17.03.2017;100;100;145,23;145,23;8692555
18.03.2017;100;100;142,39;142,39;473269
19.03.2017;100;100;139,92;139,92;8230797
20.03.2017;100;100;137,97;137,97;1850959
23.03.2017;100;100;135,88;135,88;4076074
24.03.2017;100;100;133,96;133,96;3277013
25.03.2017;100;100;131,57;131,57;6331128
26.03.2017;100;100;129,07;129,07;654288
27.03.2017;100;100;126,62;126,62;1030274
30.03.2017;100;100;125,83;125,83;6095411
01.04.2017;100;100;126,13;126,13;7276234
02.04.2017;100;100;125,61;125,61;1230720
03.04.2017;100;100;125,21;125,21;6390569
04.04.2017;100;100;123,52;123,52;213640
07.04.2017;100;100;122,55;122,55;5685094
08.04.2017;100;100;120,76;120,76;6056668
09.04.2017;100;100;120,58;120,58;4220879
10.04.2017;100;100;122,22;122,22;7344233
11.04.2017;100;100;123,46;123,46;3897157
14.04.2017;100;100;123,97;123,97;7569571
15.04.2017;100;100;126,14;126,14;9461196
16.04.2017;100;100;128,04;128,04;2278556
17.04.2017;100;100;128,54;128,54;5014909
18.04.2017;100;100;127,82;127,82;8477790
21.04.2017;100;100;126,63;126,63;683826
22.04.2017;100;100;125,14;125,14;136820
23.04.2017;100;100;124,79;124,79;1084313
24.04.2017;100;100;123,22;123,22;4501246
25.04.2017;100;100;122,80;122,80;757430
28.04.2017;100;100;120,84;120,84;7906910
29.04.2017;100;100;120,70;120,70;920253
30.04.2017;100;100;121,28;121,28;1073849
31.04.2017;100;100;121,72;121,72;5712129
01.05.2017;100;100;121,95;121,95;1847000
04.05.2017;100;100;124,20;124,20;4984538
05.05.2017;100;100;124,29;124,29;5079823
06.05.2017;100;100;124,66;124,66;8905616
07.05.2017;100;100;125,62;125,62;2024281
08.05.2017;100;100;127,27;127,27;7936865
11.05.2017;100;100;128,01;128,01;5049507
12.05.2017;100;100;128,05;128,05;9709298
13.05.2017;100;100;130,32;130,32;2771797
14.05.2017;100;100;132,16;132,16;3004561
15.05.2017;100;100;130,22;130,22;8406247
18.05.2017;100;100;129,08;129,08;3365184
19.05.2017;100;100;130,37;130,37;3167737
20.05.2017;100;100;132,92;132,92;6154818
21.05.2017;100;100;134,11;134,11;2334527
22.05.2017;100;100;134,79;134,79;1408351
25.05.2017;100;100;134,92;134,92;4776235
26.05.2017;100;100;134,09;134,09;2203497
