Datum;Eröffnung;Schluss;Tageshoch;Tagestief;Volumen
06.07.12;133,45;130,9;134,5;130,9;1.191.307
09.07.12;131;130,8;131,4;129,1;827.145
10.07.12;131,5;133,15;134,4;129,2;996.535
11.07.12;132,1;132,45;133,85;130,6;892.632
12.07.12;131,8;133,7;135,2;131,35;1.215.205
13.07.12;134,6;137,1;137,1;132,2;1.342.603
16.07.12;137,3;136,8;137,3;135,15;619.201
17.07.12;137,45;137,4;139,4;136,8;960.252
18.07.12;137,8;137,75;138,3;135,8;743.285
19.07.12;139;139,5;140,6;138,35;1.277.667
20.07.12;138,85;137,55;140,9;136,4;1.424.633
23.07.12;135,1;133,4;135,7;132,35;994.513
24.07.12;133,7;132;134,05;131,55;836.671
25.07.12;132;133,65;135,7;131,55;1.113.253
26.07.12;134,6;133,55;136;128,85;2.586.027
27.07.12;134,3;134,1;134,45;130,85;1.094.254
30.07.12;134,8;137,6;138,6;134,5;898.073
31.07.12;137,75;139;141;136,3;1.264.941
01.08.12;138,4;138,2;139,6;136,8;880.955
02.08.12;138,1;135,9;140,95;135,6;1.254.724
03.08.12;136,05;141,7;142,2;135,9;1.157.850
06.08.12;141;144,05;144,95;140,1;1.145.177
07.08.12;143,5;147,9;148,7;143,3;1.506.097
08.08.12;147,2;146,35;148,25;145,6;913.388
09.08.12;146,45;148,35;148,9;145,45;1.192.782
10.08.12;147,8;147,85;148,3;145,85;681.146
13.08.12;147,45;145,9;147,45;145,15;659.040
14.08.12;147,5;146,65;147,6;146,1;546.418
15.08.12;146,3;144,95;146,4;143,75;577.321
16.08.12;145,65;145;145,65;144,2;638.965
17.08.12;145,65;146,35;146,35;144,65;734.665
20.08.12;146,6;145,95;148,35;145,2;614.181
21.08.12;146,25;147,05;148;145,75;546.358
22.08.12;146,55;147;147,1;144,9;537.181
23.08.12;147,95;145,8;148,35;145;720.101
24.08.12;144,6;142,6;145,45;140,6;922.033
27.08.12;142,7;144,2;144,85;142;452.224
28.08.12;143,55;144,05;144,8;142,85;434.274
29.08.12;144,4;144,85;145,2;143,2;460.216
30.08.12;143,75;139,1;143,75;138,15;1.182.413
31.08.12;138,6;140,4;141,65;138,1;893.355
03.09.12;139,75;137,5;140,3;137,25;965.370
04.09.12;137,6;133,5;137,8;132,65;1.289.721
05.09.12;133,6;135,25;135,85;132,5;850.000
06.09.12;135,85;140,5;140,7;134,95;1.231.009
07.09.12;141;141,3;142,75;139,95;1.056.954
10.09.12;140,9;142;142,95;140,25;846.837
11.09.12;141;143,45;143,7;140,7;601.577
12.09.12;144;146,85;147,9;143,85;1.462.540
13.09.12;147,5;145,35;147,6;144,7;899.928
14.09.12;148,8;152,5;154,1;148,35;2.200.213
17.09.12;151,9;151,65;152,6;150,9;909.789
18.09.12;149,3;148,1;149,7;147;1.109.835
19.09.12;149,35;150,5;151;148,15;960.738
20.09.12;149,2;149,9;150,75;147,55;1.402.095
21.09.12;150,6;155,05;155,35;149,6;1.939.799
24.09.12;154;154,9;155,65;153,5;917.201
25.09.12;154,15;152,25;154,3;149,55;1.135.932
26.09.12;149,2;146,4;149,45;146,2;1.356.200
27.09.12;147,8;143,3;148,05;142,35;1.497.895
28.09.12;144,4;141,95;144,65;141,15;986.020
01.10.12;141,95;142,9;143,15;139,95;1.036.743
02.10.12;142,1;144,05;144,9;141;713.713
03.10.12;143,05;141,3;143,85;140,35;924.683
04.10.12;142,1;145,35;145,55;141,55;1.019.249
05.10.12;145,55;148,65;149,5;145,3;949.607
08.10.12;147,7;145,35;147,85;145,35;917.947
09.10.12;146,4;147,55;148,1;145,8;978.552
10.10.12;148,4;145,8;149,35;145,8;805.101
11.10.12;145,75;149,1;149,8;144,85;1.021.683
12.10.12;149,45;146,6;150;146,55;1.006.175
15.10.12;146,85;145,45;148;144,15;1.021.950
16.10.12;146,75;146,9;148,25;145;1.051.238
17.10.12;147,5;148,1;148,35;146,2;755.843
18.10.12;148,95;148,45;149,4;147,35;863.255
19.10.12;148,1;149,9;150,55;148,05;1.509.785
22.10.12;149,75;148,7;150,65;148;873.135
23.10.12;149,3;146,5;149,3;146;996.146
24.10.12;147;151;153,6;143,4;2.348.143
25.10.12;151,4;153,7;155,15;150,65;1.441.833
26.10.12;152,55;154,4;154,7;152,15;846.152
29.10.12;153,55;154,35;155,15;152,85;558.146
30.10.12;156;160,05;160,3;155,85;1.298.126
31.10.12;160,35;159,6;164,05;159,55;1.232.841
01.11.12;159,15;164;165;159,1;1.024.418
02.11.12;164;163,6;165,1;162,7;926.395
05.11.12;162,8;162,4;163,75;161,05;773.370
06.11.12;156;155,7;156,75;154,65;3.165.525
07.11.12;157;154,4;157,95;154,25;1.655.779
08.11.12;154,7;154,25;156,15;153,35;1.145.988
09.11.12;154,9;154,5;155;151,9;1.280.421
12.11.12;154,7;155,4;155,8;153,8;540.188
13.11.12;154,45;155,4;156,2;153,1;866.516
14.11.12;156;154,5;156,3;153,75;617.457
15.11.12;153,2;153,6;155,1;153,1;991.504
16.11.12;153,65;151,25;154,05;150,3;1.637.886
19.11.12;152,6;157,35;157,8;152,6;909.756
20.11.12;156,8;159,65;160,25;156,3;842.562
21.11.12;159;160,85;162,15;158,85;774.619
22.11.12;161,7;161,4;163,15;161,1;806.094
23.11.12;162,4;162,25;162,55;159,9;632.575
26.11.12;162,25;162,95;163,8;161,9;607.776
27.11.12;163,8;163,7;164,35;162,35;639.082
28.11.12;163,15;163,6;164,25;162,2;673.090
29.11.12;164,85;165,8;167;164,3;1.052.854
30.11.12;165,9;166,45;167,9;165,6;912.746
03.12.12;167,5;166,2;167,9;165,8;884.409
04.12.12;165,6;165,55;167;164,75;724.460
05.12.12;166,65;163,7;166,65;163;910.074
06.12.12;164,7;165,3;166,5;164,5;1.074.603
07.12.12;165,9;166,5;167,2;164,45;775.939
10.12.12;165,75;167,6;168,4;165;660.073
11.12.12;167,8;169,55;170,05;167,05;799.078
12.12.12;169,9;169,6;170,6;168,2;747.051
13.12.12;170;170,05;171,3;168,4;916.600
14.12.12;170,5;170,55;171,45;169,9;588.220
17.12.12;170,9;170,75;171,5;170,25;491.736
18.12.12;171,4;171,65;171,75;170,9;730.917
19.12.12;172;171,15;172,2;169,65;844.229
20.12.12;171;172,7;172,95;170,5;673.555
21.12.12;171,5;171;174,1;170,85;1.551.977
27.12.12;171,85;172,6;173,5;170,3;614.110
28.12.12;173,1;172,15;174,45;172,15;421.999
02.01.13;176,05;179;180,4;175,6;1.195.904
03.01.13;179;178,9;179,6;176,9;609.492
04.01.13;179,2;178,85;179,25;177,9;494.237
07.01.13;177,8;175,95;177,8;175,45;815.870
08.01.13;175,3;174;175,95;172,95;725.801
09.01.13;173,75;171,6;174,7;170,5;920.514
10.01.13;172,55;173,3;174,75;171,9;767.770
11.01.13;172,9;176,05;176,5;171,7;789.924
14.01.13;176,6;175,85;178,8;175,75;685.739
15.01.13;175,95;175,5;177,05;174,65;626.859
16.01.13;175,25;176,95;177,15;173,9;651.430
17.01.13;176,6;178,4;178,5;175,35;753.557
18.01.13;178,8;177,9;179,4;177,7;784.753
21.01.13;178,2;179,35;179,4;177,4;381.647
22.01.13;179,2;180,95;181,15;177,4;896.102
23.01.13;181,45;182,65;183,85;180,85;638.487
24.01.13;182,85;182,9;183;181,6;536.271
25.01.13;182,4;184,65;184,85;181,85;710.417
28.01.13;185,3;185,55;187,4;185,1;651.136
29.01.13;186;184,25;187,4;183,1;801.605
30.01.13;185,1;183,6;185,9;183,1;605.187
31.01.13;183;182,15;183,1;181;719.587
01.02.13;182,45;186,65;186,65;182,45;876.789
04.02.13;187;179,9;187,3;179,8;922.724
05.02.13;179,5;178,2;179,9;176,8;1.006.163
06.02.13;178,9;176,35;179,1;175;987.556
07.02.13;176,15;176,5;178,85;175,25;857.829
08.02.13;176,65;180,55;181,25;176,6;694.837
11.02.13;179,65;178,9;180,7;177,45;544.312
12.02.13;178,3;179,15;179,65;177,15;571.169
13.02.13;179,8;180,7;182,35;179;583.837
14.02.13;180,1;177,4;180,7;177,4;637.017
15.02.13;177,6;177;177,85;176,35;716.339
18.02.13;176,25;176,7;177;175,8;328.611
19.02.13;176;181;181,4;175,45;846.316
20.02.13;180,7;180,7;182,05;180,1;540.029
21.02.13;179,3;176,05;179,45;175,5;806.036
22.02.13;176,95;163,8;177,25;163,55;3.589.001
25.02.13;165,8;166,2;170,4;165,05;2.382.106
26.02.13;162,95;163,5;166,15;161,7;1.315.783
27.02.13;165,05;166,95;167,45;162,4;1.171.693
28.02.13;168,15;167,25;169,5;166,75;893.076
01.03.13;167,85;164,1;167,9;161,15;1.379.066
04.03.13;163,5;162,55;164,05;161,25;700.992
05.03.13;164,55;166,45;167,5;164,55;979.276
06.03.13;168,05;168,45;170,1;167,8;1.034.941
07.03.13;168,6;169,95;171,45;168,5;820.142
08.03.13;171;169,8;171,35;169,25;805.692
11.03.13;168,95;168,85;169,75;167,1;632.121
12.03.13;168,65;165,95;168,9;165,35;855.924
13.03.13;165,3;166,5;166,8;164,3;731.767
14.03.13;167,7;164,65;169,2;160,1;2.624.940
15.03.13;159,4;160,3;160,75;157,35;4.411.319
18.03.13;158;159,25;160,05;157,1;1.317.051
19.03.13;159,25;158,55;160,4;157,1;1.457.841
20.03.13;160,4;157,75;160,45;156,5;936.583
21.03.13;157,05;155,25;157,5;152,65;1.488.267
22.03.13;155,2;156,55;158,25;154,4;1.085.240
25.03.13;158,75;155,2;159,15;154,65;946.344
26.03.13;155,5;156,6;157,7;155,35;713.470
27.03.13;157,6;155,6;157,6;153,4;1.018.758
28.03.13;155,5;155;157,3;154,55;1.036.083
02.04.13;155,4;157,6;158,45;154,85;927.888
03.04.13;157,95;156,15;158,3;155,95;1.058.784
04.04.13;155,95;156,1;158,5;154,45;905.031
05.04.13;156,7;154,45;156,9;153,2;1.045.433
08.04.13;155,6;156,1;156,9;153,9;700.191
09.04.13;156,95;152;157,65;150,4;1.694.880
10.04.13;151,05;152,7;154,5;151,05;1.150.541
11.04.13;153;152,85;153,2;151,35;902.647
12.04.13;151,9;147,8;152,5;146,2;2.008.813
15.04.13;147,95;144,85;147,95;143,55;1.215.803
16.04.13;143,95;145,7;146,8;143,55;1.279.240
17.04.13;146,55;141,45;146,9;140,65;1.844.749
18.04.13;142,1;138,5;142,4;136,6;2.294.674
19.04.13;139,35;141;141,55;138,55;1.809.301
22.04.13;142,4;142,1;143,45;140,95;1.159.173
23.04.13;142,2;146,9;147;140,05;1.499.132
24.04.13;147;150,7;153,55;146,4;2.148.969
25.04.13;151,55;152,6;153,85;150,35;1.133.006
26.04.13;149,35;148,1;150,65;147,15;1.224.124
29.04.13;147,7;152;153,65;147,25;1.409.942
30.04.13;153,7;153,9;155,25;153,15;1.326.889
02.05.13;153,5;152,5;153,8;150,75;1.260.762
03.05.13;153,9;158;158,95;152,25;1.672.675
06.05.13;157,9;157;158,2;156,5;568.412
07.05.13;156,9;158;158,75;156,05;856.757
08.05.13;158,2;158,35;159,8;158,05;764.544
09.05.13;158,4;159,05;159,45;157,1;488.347
10.05.13;159,2;157,65;161;157,45;1.005.754
13.05.13;157,5;156,95;157,8;154,6;633.197
14.05.13;157,3;160,25;160,9;155,15;1.003.028
15.05.13;161;162,7;163,5;160,5;1.062.151
16.05.13;162,7;162,35;163,15;161,35;582.795
17.05.13;162,45;168,4;168,95;161,9;2.136.067
20.05.13;169;173,85;174,9;168,65;1.483.159
21.05.13;172,9;171,6;173,5;169,75;1.034.992
22.05.13;171,8;172,5;173,9;170,55;977.610
23.05.13;165,5;168;168,6;163,4;1.647.875
24.05.13;167,85;166,6;168,9;164,4;1.080.143
27.05.13;167,1;167,55;168,35;166,15;392.669
28.05.13;167,45;167,45;169,05;166;1.097.572
29.05.13;166,3;166,8;168,15;165,55;876.658
30.05.13;166,45;168,15;168,9;165,7;694.589
31.05.13;167,8;168,95;169,8;166,45;868.714
03.06.13;167,6;167,05;169,5;165,35;954.150
04.06.13;168,55;165,25;169,15;163,55;1.126.141
05.06.13;164,1;164,5;165,75;163,1;788.137
06.06.13;164;162,35;165,85;162,1;955.414
07.06.13;162,6;166,25;168,1;160,1;1.225.556
10.06.13;168,5;168;169,8;165,8;1.004.305
11.06.13;167,4;165,15;168;163,65;1.247.959
12.06.13;161,5;159,7;161,9;158,65;2.076.550
13.06.13;156,95;158;158,4;155,1;1.412.424
14.06.13;160;159,15;160,7;158,35;909.628
17.06.13;160,3;162,3;164;160,1;1.138.020
18.06.13;162,5;161,8;162,95;159,5;869.885
19.06.13;162;159,7;162,85;159,7;939.199
20.06.13;157,9;153,1;157,9;151,4;2.397.208
21.06.13;154;149,95;154,4;149,95;2.808.911
24.06.13;149,5;146,95;150,5;146,35;1.565.901
25.06.13;148,35;151,5;152,8;147,65;1.410.110
26.06.13;152,8;154;154,4;151,8;1.369.548
27.06.13;154,7;156;157,35;154,3;1.011.915
28.06.13;156,1;155,55;157,65;154,6;1.047.374
01.07.13;156,15;157,1;158,9;155;1.119.591
02.07.13;158,3;156,4;159,05;155,9;671.976
03.07.13;154,6;154,05;155,1;150,95;1.190.324
04.07.13;155,45;160,1;160,5;155,25;1.406.692
05.07.13;160,65;157,25;161,8;157,05;1.089.333
08.07.13;158,75;159,55;161,6;158,05;675.097
09.07.13;161,25;161,75;162,65;159,95;999.890
10.07.13;161,65;163,15;163,35;160,55;835.601
11.07.13;164,85;165,3;166,3;164,85;967.369
12.07.13;166,35;167,35;168,5;166;1.218.412
15.07.13;168,25;167,9;168,95;167,25;493.355
16.07.13;167,9;167,3;168,3;166,5;527.077
17.07.13;167;169,65;169,75;165,75;748.632
18.07.13;169,8;172,05;172,05;167,5;744.616
19.07.13;171,45;172;172,25;170,15;1.135.034
22.07.13;172,4;169,3;172,95;168,5;742.513
23.07.13;170;170,85;171,65;169,85;633.647
24.07.13;171,3;173,6;173,6;170,05;909.289
25.07.13;173,3;173,4;173,95;170,6;795.000
26.07.13;173,5;172,3;174,45;171,5;712.625
29.07.13;173,5;174,05;174,35;172,95;706.443
30.07.13;174,9;176,15;176,3;173,8;1.016.852
31.07.13;179;178,65;180,05;174,75;2.068.781
01.08.13;180,6;183,85;184,3;179,7;1.369.571
02.08.13;183,95;182,75;184,55;180,8;945.652
05.08.13;182,75;184;184,3;182,4;719.087
06.08.13;183,55;182,6;185,3;181,45;926.609
07.08.13;182;181,2;182,05;180,55;735.965
08.08.13;181,6;181,75;183,25;181,15;665.928
09.08.13;182,85;183,25;184,5;181,85;662.295
12.08.13;182,85;184,95;185,45;181,6;682.733
13.08.13;185,95;185,8;186,65;183,75;635.788
14.08.13;185,95;186,55;187;184,2;657.642
15.08.13;185,9;185,05;186,45;183,65;550.196
16.08.13;183,95;183,35;184,9;180,85;914.984
19.08.13;184;184;184,4;182,7;597.815
20.08.13;182,1;180,7;182,15;178,7;978.081
21.08.13;180,4;181,25;181,95;179,7;525.926
22.08.13;181,35;183,35;184,6;181,1;598.566
23.08.13;184,15;181,6;184,4;180,75;672.895
26.08.13;183,05;182,1;183,05;181,2;340.084
27.08.13;181,3;176,35;181,8;175,65;1.373.014
28.08.13;174,8;172,3;174,8;169,55;1.521.139
29.08.13;174;174,2;175,05;173;693.117
30.08.13;174,05;172,1;174,55;171,1;862.620
02.09.13;175,1;176,1;177,3;174,75;698.339
03.09.13;176,75;171,25;177,15;170,75;1.408.380
04.09.13;171,05;170;171,25;167,5;1.107.170
05.09.13;171,1;172;172,9;170,15;1.060.603
06.09.13;171,15;171,8;173,5;170,2;859.650
09.09.13;171,5;171;173,25;170;677.217
10.09.13;175,15;178,05;178,85;174,35;1.788.117
11.09.13;178,45;178,7;179,8;177,55;681.312
12.09.13;179,05;179,4;179,7;178,2;731.450
13.09.13;179,3;181,85;181,9;178,75;705.811
16.09.13;184,35;183,05;184,9;182,7;780.144
17.09.13;181,85;180,25;182;179,2;736.076
18.09.13;180,65;181,05;182,1;179,55;604.797
19.09.13;184,15;177,25;185,3;175;3.734.548
20.09.13;177,25;173,3;177,4;171,85;2.720.516
23.09.13;174,7;173,55;176,85;172,6;902.861
24.09.13;173,75;175,3;175,95;173,4;806.508
25.09.13;175,85;175,9;176,8;174,55;586.573
26.09.13;176,5;174,55;176,6;173,6;700.046
27.09.13;175,45;174,55;175,45;172,65;524.408
30.09.13;172,7;174,25;174,25;171,75;858.666
01.10.13;174,5;174,95;175,1;172,8;802.469
02.10.13;173,5;171;174,2;170,1;1.148.660
03.10.13;171,8;168,1;172,3;167,55;1.215.968
04.10.13;168,1;168,1;169,1;166,85;992.184
07.10.13;167,4;170,3;170,75;166,5;723.294
08.10.13;170,7;169,1;171,55;168,3;845.850
09.10.13;169,75;169,7;171,25;168,95;707.241
10.10.13;170,95;174,05;174,55;170,7;1.255.609
11.10.13;174,95;175,2;175,4;174;662.459
14.10.13;174,45;175,45;175,55;174,05;441.315
15.10.13;176,2;176;177,05;175,05;882.543
16.10.13;176;176,9;177,8;175,1;859.186
17.10.13;177,2;177,1;177,55;175,25;729.140
18.10.13;177,6;176,5;177,9;174,3;1.550.102
21.10.13;176,1;176,9;177,3;174,7;739.511
22.10.13;176,7;177,15;178,85;176;975.615
23.10.13;176,8;176,1;177,05;175,6;608.793
24.10.13;177,25;177,55;178,05;176,3;746.396
25.10.13;176,8;176,5;177,5;175,75;622.332
28.10.13;177,2;174,25;177,2;172,95;829.474
29.10.13;174,5;174,85;175,8;172,85;985.592
30.10.13;180,5;183,5;186,1;180,3;3.107.534
31.10.13;184,25;187,2;188,3;183,5;1.650.886
01.11.13;189,65;188,45;191,3;188,1;1.055.542
04.11.13;189,9;192;192,25;189,9;912.463
05.11.13;192;190,9;192,5;189,2;874.694
06.11.13;190,9;191,1;191,8;190,15;544.337
07.11.13;190,35;193,1;195,45;190,15;1.345.652
08.11.13;192,05;192,35;193,25;189,85;917.674
11.11.13;192,3;191,05;192,6;190,75;500.173
12.11.13;191,2;190,8;191,6;190,1;590.125
13.11.13;190,2;190,75;190,8;187,9;942.318
14.11.13;193;193,3;193,75;191,85;820.522
15.11.13;193,1;194,5;194,65;191,6;930.341
18.11.13;194,5;195,15;196,35;193,8;787.115
19.11.13;194,4;195,1;195,95;194;521.140
20.11.13;194,75;195,25;196,9;194,65;592.339
21.11.13;194,65;195,6;196,55;193,25;587.958
22.11.13;195,7;194,7;196,7;192,7;889.507
25.11.13;195,8;195,4;196,3;194;809.323
26.11.13;195;194,9;195,9;194,2;553.081
27.11.13;195,35;195,95;196,15;195;383.017
28.11.13;195,85;195;196,45;194,6;379.119
29.11.13;194,9;195,3;195,65;194,4;495.079
02.12.13;195,75;196,7;197,25;194,45;560.766
03.12.13;196,25;192,3;196,65;191,9;1.090.476
04.12.13;193,25;192,25;194,15;191,15;883.254
05.12.13;191,15;191,1;192,9;190,85;744.490
06.12.13;192;193,45;194,55;191,35;741.317
09.12.13;194,6;193,7;194,8;192,65;486.554
10.12.13;193,05;190,6;193,8;190,05;846.990
11.12.13;189,5;190,4;191,1;188;817.743
12.12.13;189,5;189,7;191;188,65;839.238
13.12.13;190,2;189,85;190,45;188,9;622.323
16.12.13;189,4;192,6;193,6;188,5;817.611
17.12.13;192,7;193,4;194,5;192,55;598.700
18.12.13;194,8;195,7;196,9;194,4;972.105
19.12.13;197,9;198;199;197,05;784.011
20.12.13;198,5;199,25;200;197,9;2.258.151
23.12.13;200;201,45;201,95;199,85;508.818
27.12.13;202,85;204;204,2;202,75;505.130
30.12.13;204;204,15;204,5;203,35;302.157
02.01.14;204,85;200,5;205;199,65;1.112.625
03.01.14;200,75;200,5;201,55;199,85;651.593
06.01.14;200,15;198,75;200,8;197,05;571.867
07.01.14;198,95;200;200,75;197,5;582.459
08.01.14;200,2;200,15;200,4;198,7;470.813
09.01.14;200;199,45;202,05;198,9;735.762
10.01.14;200,3;202,05;203,9;199,95;726.654
13.01.14;202,7;202,6;204,45;202;678.455
14.01.14;196;197,8;199,5;194,55;1.447.059
15.01.14;199,7;202,7;203,75;198,55;1.057.387
16.01.14;203,5;202,35;204,35;201,3;750.736
17.01.14;203,25;203,35;204,35;201,85;939.455
20.01.14;202,05;203,3;203,55;201,85;394.277
21.01.14;203,5;202,6;204,3;202,2;529.022
22.01.14;203,6;201,3;203,9;200,25;681.195
23.01.14;200,1;198,25;202,4;198,05;770.801
24.01.14;198,7;193,3;199,6;192,85;1.303.107
27.01.14;192,75;192,6;194;188,15;1.097.010
28.01.14;194,1;195,55;196,3;193,5;959.744
29.01.14;198;191,7;198,1;188,45;1.271.702
30.01.14;192,65;190,15;192,75;187,95;1.020.011
31.01.14;190,5;188,05;190,5;185,25;1.144.086
03.02.14;188,15;185,5;190,05;184,95;927.266
04.02.14;181,2;183,4;185,35;179,15;1.413.674
05.02.14;183,5;184,6;188,55;183,15;1.165.395
06.02.14;186,65;186,6;188,6;184,6;1.433.836
07.02.14;188;187,95;189,1;186,1;911.579
10.02.14;189,45;189,7;190,7;187,75;871.178
11.02.14;188,5;194,7;194,75;188,45;1.133.596
